,happs,rank,stdDev,word
5277,6.3,1738,1.2,atmosphere
5278,6.3,1739,1.15,belongs
5279,6.3,1740,1.23,bought
5280,6.3,1741,1.57,chess
5281,6.3,1742,1.64,christian
5282,6.3,1743,1.13,clear
5283,6.3,1744,1.54,clearer
5284,6.3,1745,1.31,commonwealth
5285,6.3,1746,1.05,conversations
5286,6.3,1747,0.95,designed
5287,6.3,1748,1.46,downloaded
5288,6.3,1749,1.57,earrings
5289,6.3,1750,1.18,engineer
5290,6.3,1751,1.18,epic
5291,6.3,1752,1.64,exercise
5292,6.3,1753,1.49,expansion
5293,6.3,1754,1.31,feeding
5294,6.3,1755,1.37,flowing
5295,6.3,1756,1.18,headphones
5296,6.3,1757,1.69,indians
5297,6.3,1758,1.09,joined
5298,6.3,1759,1.53,lipstick
5299,6.3,1760,1.68,metropolitan
5300,6.3,1761,1.36,mine
5301,6.3,1762,1.67,myself
5302,6.3,1763,1.07,paint
5303,6.3,1764,0.99,painted
5304,6.3,1765,1.63,plane
5305,6.3,1766,1.2,produced
5306,6.3,1767,1.61,protecting
5307,6.3,1768,1.25,reasoning
5308,6.3,1769,1.61,relations
5309,6.3,1770,1.92,salvation
5310,6.3,1771,1.33,sciences
5311,6.3,1772,1.04,sense
5312,6.3,1773,1.43,software
5313,6.3,1774,1.5,suite
5314,6.3,1775,1.42,surplus
5315,6.3,1776,1.27,swing
5316,6.3,1777,1.42,visited
5317,6.29,1778,1.53,cheeks
5318,6.29,1779,1.32,observation
5319,6.29,1780,1.38,calcium
5320,6.29,1781,1.62,conceived
5321,6.29,1782,2.09,rum
5322,6.28,1783,1.9,amigo
5323,6.28,1784,1.75,babes
5324,6.28,1785,1.13,begin
5325,6.28,1786,1.53,breathe
5326,6.28,1787,1.64,bridegroom's
5327,6.28,1788,1.36,buy
5328,6.28,1789,1.39,community
5329,6.28,1790,1.31,cooler
5330,6.28,1791,1.71,country
5331,6.28,1792,1.71,disco
5332,6.28,1793,0.97,emerging
5333,6.28,1794,1.53,england
5334,6.28,1795,1.44,experts
5335,6.28,1796,1.16,fairly
5336,6.28,1797,1.53,fix
5337,6.28,1798,1.25,founded
5338,6.28,1799,1.43,globe
5339,6.28,1800,1.5,honorary
5340,6.28,1801,1.11,hoped
5341,6.28,1802,1.36,introduced
5342,6.28,1803,1.46,lead
5343,6.28,1804,1.44,listening
5344,6.28,1805,1.43,lots
5345,6.28,1806,1.6,market
5346,6.28,1807,1.71,monkey
5347,6.28,1808,1.57,olympic
5348,6.28,1809,1.53,pioneer
5349,6.28,1810,1.03,plaza
5350,6.28,1811,1.4,professionals
5351,6.28,1812,1.09,reflect
5352,6.28,1813,1.26,remembering
5353,6.28,1814,1.37,reputation
5354,6.28,1815,1.67,sentimental
5355,6.28,1816,1.46,skype
5356,6.28,1817,1.83,students
5357,6.28,1818,1.51,sweden
5358,6.28,1819,1.4,technological
5359,6.28,1820,1.25,themes
5360,6.28,1821,1.29,thinking
5361,6.28,1822,1.58,tips
5362,6.28,1823,1.5,vehicles
5363,6.28,1824,1.13,village
5364,6.28,1825,1.43,virginia
5365,6.28,1826,1.16,website
5366,6.28,1827,1.54,white
5367,6.28,1828,2.37,wines
5368,6.27,1829,1.36,reasonably
5369,6.27,1830,1.2,uptown
5370,6.27,1831,1.22,aims
5371,6.27,1832,1.37,observe
5372,6.27,1833,1.33,regards
5373,6.26,1834,1.19,allows
5374,6.26,1835,1.24,appropriate
5375,6.26,1836,1.23,australian
5376,6.26,1837,1.64,blackberry
5377,6.26,1838,1.23,breathing
5378,6.26,1839,1.54,camp
5379,6.26,1840,1.69,cars
5380,6.26,1841,1.03,considerable
5381,6.26,1842,1.76,costume
5382,6.26,1843,1.59,degree
5383,6.26,1844,1.05,develop
5384,6.26,1845,1.16,egypt
5385,6.26,1846,1.47,events
5386,6.26,1847,1.31,flag
5387,6.26,1848,1.29,gave
5388,6.26,1849,1.91,gods
5389,6.26,1850,1.76,gr8
5390,6.26,1851,1.48,hotels
5391,6.26,1852,1.64,human
5392,6.26,1853,1.77,indian
5393,6.26,1854,1.29,leap
5394,6.26,1855,1.63,lifetime
5395,6.26,1856,1.29,magnetic
5396,6.26,1857,1.1,mirror
5397,6.26,1858,1.56,mmmm
5398,6.26,1859,1.17,occasion
5399,6.26,1860,1.12,produce
5400,6.26,1861,1.1,prominent
5401,6.26,1862,1.55,promises
5402,6.26,1863,1.94,proved
5403,6.26,1864,1.23,raising
5404,6.26,1865,1.88,school
5405,6.26,1866,1.34,shirt
5406,6.26,1867,1.66,spark
5407,6.26,1868,1.26,surely
5408,6.26,1869,1.43,team
5409,6.26,1870,1.56,travelers
5410,6.26,1871,1.03,upcoming
5411,6.26,1872,1.76,us
5412,6.26,1873,1.16,valley
5413,6.26,1874,1.34,vintage
5414,6.25,1875,1.28,proteins
5415,6.24,1876,2.05,almighty
5416,6.24,1877,1.32,horizon
5417,6.24,1878,1.57,insight
5418,6.24,1879,1.94,ooooh
5419,6.24,1880,1.8,poetic
5420,6.24,1881,1.8,spirits
5421,6.24,1882,1.38,aboard
5422,6.24,1883,1.32,acknowledge
5423,6.24,1884,1.2,actors
5424,6.24,1885,1.35,advances
5425,6.24,1886,1.36,aid
5426,6.24,1887,1.57,answer
5427,6.24,1888,1.38,athletes
5428,6.24,1889,1.51,bowling
5429,6.24,1890,1.29,boy
5430,6.24,1891,1.19,built
5431,6.24,1892,1.32,choice
5432,6.24,1893,1.35,constitution
5433,6.24,1894,1.45,conversation
5434,6.24,1895,1.41,cowboy
5435,6.24,1896,1.36,day
5436,6.24,1897,1.02,deliver
5437,6.24,1898,1.1,developments
5438,6.24,1899,1.3,distinctive
5439,6.24,1900,1.45,dvds
5440,6.24,1901,1.14,edison
5441,6.24,1902,1.46,eighteen
5442,6.24,1903,1.24,enterprise
5443,6.24,1904,1.1,eyes
5444,6.24,1905,1.65,flying
5445,6.24,1906,1.29,grad
5446,6.24,1907,1.38,grammy
5447,6.24,1908,1.7,grill
5448,6.24,1909,2.01,halloween
5449,6.24,1910,1.3,holland
5450,6.24,1911,1.32,jelly
5451,6.24,1912,1.78,jingle
5452,6.24,1913,1.61,legitimate
5453,6.24,1914,1.19,making
5454,6.24,1915,0.96,more
5455,6.24,1916,0.94,options
5456,6.24,1917,1.6,possible
5457,6.24,1918,1.29,practical
5458,6.24,1919,1.12,proceeds
5459,6.24,1920,1.7,proposed
5460,6.24,1921,1.46,provides
5461,6.24,1922,1.79,queen
5462,6.24,1923,1.86,revolutionary
5463,6.24,1924,1.25,rises
5464,6.24,1925,1.2,samsung
5465,6.24,1926,1.24,self
5466,6.24,1927,1.49,show
5467,6.24,1928,1.39,sooner
5468,6.24,1929,1.48,speed
5469,6.24,1930,1.24,strategy
5470,6.24,1931,1.14,tale
5471,6.24,1932,1.04,tip
5472,6.24,1933,1.06,updating
5473,6.24,1934,1.45,vip
5474,6.24,1935,1.49,websites
5475,6.24,1936,1.56,worlds
5476,6.24,1937,1.65,writing
5477,6.24,1938,1.74,xbox
5478,6.24,1939,1.55,you
5479,6.24,1940,1.38,yours
5480,6.24,1941,1.51,yourself
5481,6.23,1942,1.37,collective
5482,6.22,1943,1.9,embrace
5483,6.22,1944,1.34,produces
5484,6.22,1945,1.33,meanings
5485,6.22,1946,1.11,accompanied
5486,6.22,1947,1.5,advice
5487,6.22,1948,1.4,all
5488,6.22,1949,1.34,answered
5489,6.22,1950,1.13,architectural
5490,6.22,1951,1.95,asia
5491,6.22,1952,1.68,authors
5492,6.22,1953,1.15,avid
5493,6.22,1954,1.59,batman
5494,6.22,1955,1.5,big
5495,6.22,1956,1.45,breast
5496,6.22,1957,1.3,bro
5497,6.22,1958,1.07,build
5498,6.22,1959,1.83,chef
5499,6.22,1960,1.84,clowns
5500,6.22,1961,1.2,contacts
5501,6.22,1962,1.56,contributions
5502,6.22,1963,1.28,cotton
5503,6.22,1964,1.67,cowboys
5504,6.22,1965,1.71,decent
5505,6.22,1966,1.66,designs
5506,6.22,1967,1.36,downloading
5507,6.22,1968,1.72,environment
5508,6.22,1969,1.61,evolution
5509,6.22,1970,1.58,farm
5510,6.22,1971,1.66,finishing
5511,6.22,1972,1.52,fit
5512,6.22,1973,1.17,foundations
5513,6.22,1974,1.22,full
5514,6.22,1975,1.42,guys
5515,6.22,1976,1.23,instrument
5516,6.22,1977,1.56,join
5517,6.22,1978,1.73,karma
5518,6.22,1979,1.46,knight
5519,6.22,1980,1.15,lives
5520,6.22,1981,1.47,logic
5521,6.22,1982,1.93,milk
5522,6.22,1983,1.56,most
5523,6.22,1984,1.23,neon
5524,6.22,1985,1.3,night
5525,6.22,1986,1.47,package
5526,6.22,1987,1.15,participation
5527,6.22,1988,1.71,penny
5528,6.22,1989,2.08,pregnant
5529,6.22,1990,1.06,properly
5530,6.22,1991,1.46,quest
5531,6.22,1992,1.34,restoration
5532,6.22,1993,1.54,seventeen
5533,6.22,1994,1.04,social
5534,6.22,1995,1.02,styles
5535,6.22,1996,1.53,supports
5536,6.22,1997,1.33,tech
5537,6.22,1998,1.36,thai
5538,6.22,1999,1.54,thoughts
5539,6.22,2000,1.45,today
5540,6.22,2001,1.3,transformation
5541,6.22,2002,1.33,treaty
5542,6.22,2003,1.36,tribute
5543,6.21,2004,1.58,aesthetic
5544,6.21,2005,1.38,upside
5545,6.2,2006,1.46,behold
5546,6.2,2007,1.46,dough
5547,6.2,2008,1.51,sands
5548,6.2,2009,1.26,3-bedroom
5549,6.2,2010,1.36,actor
5550,6.2,2011,1.56,agreements
5551,6.2,2012,1.12,arise
5552,6.2,2013,1.56,assured
5553,6.2,2014,1.55,bubble
5554,6.2,2015,1.4,cereal
5555,6.2,2016,1.41,definitely
5556,6.2,2017,1.36,dime
5557,6.2,2018,1.34,engage
5558,6.2,2019,1.48,erected
5559,6.2,2020,1.67,estate
5560,6.2,2021,1.37,ethical
5561,6.2,2022,1.21,everybody
5562,6.2,2023,1.46,faces
5563,6.2,2024,1.47,feeds
5564,6.2,2025,1.51,haircut
5565,6.2,2026,1.81,halo
5566,6.2,2027,1.12,jacket
5567,6.2,2028,1.11,joining
5568,6.2,2029,1.32,kingdom
5569,6.2,2030,1.23,lifted
5570,6.2,2031,1.28,listened
5571,6.2,2032,2.14,meat
5572,6.2,2033,1.29,menu
5573,6.2,2034,1.26,nurse
5574,6.2,2035,0.93,opening
5575,6.2,2036,2.0,pension
5576,6.2,2037,1.51,phd
5577,6.2,2038,1.43,phones
5578,6.2,2039,1.01,plans
5579,6.2,2040,1.05,premier
5580,6.2,2041,1.69,proposals
5581,6.2,2042,1.31,protein
5582,6.2,2043,1.75,providence
5583,6.2,2044,1.41,recommendations
5584,6.2,2045,1.46,sexual
5585,6.2,2046,1.74,soda
5586,6.2,2047,1.69,spain
5587,6.2,2048,1.37,stable
5588,6.2,2049,1.29,succession
5589,6.2,2050,1.58,supporters
5590,6.2,2051,1.75,taco
5591,6.2,2052,1.29,think
5592,6.2,2053,1.25,trading
5593,6.2,2054,1.51,upward
5594,6.2,2055,1.43,yields
5595,6.19,2056,1.23,sailor
5596,6.19,2057,1.32,dynamics
5597,6.19,2058,1.55,lyrical
5598,6.18,2059,1.6,copper
5599,6.18,2060,1.25,realise
5600,6.18,2061,1.82,righteous
5601,6.18,2062,1.15,transformed
5602,6.18,2063,1.56,venus
5603,6.18,2064,1.71,80s
5604,6.18,2065,1.47,advocates
5605,6.18,2066,1.26,aha
5606,6.18,2067,1.45,ate
5607,6.18,2068,1.21,atlantic
5608,6.18,2069,1.29,awareness
5609,6.18,2070,1.61,balance
5610,6.18,2071,1.6,blonde
5611,6.18,2072,2.3,burger
5612,6.18,2073,1.16,buyer
5613,6.18,2074,1.14,certificate
5614,6.18,2075,1.04,chances
5615,6.18,2076,1.16,chief
5616,6.18,2077,1.12,clearly
5617,6.18,2078,1.16,cultural
5618,6.18,2079,1.32,draws
5619,6.18,2080,1.65,driving
5620,6.18,2081,1.4,duck
5621,6.18,2082,1.88,eagle
5622,6.18,2083,1.71,emotions
5623,6.18,2084,1.17,established
5624,6.18,2085,1.6,experiments
5625,6.18,2086,1.3,expression
5626,6.18,2087,1.83,fishing
5627,6.18,2088,2.06,fri
5628,6.18,2089,1.22,fully
5629,6.18,2090,1.34,informed
5630,6.18,2091,1.38,initiated
5631,6.18,2092,1.47,italy
5632,6.18,2093,1.56,king
5633,6.18,2094,1.34,land
5634,6.18,2095,1.61,lion
5635,6.18,2096,1.75,miami
5636,6.18,2097,1.42,midnight
5637,6.18,2098,1.0,mineral
5638,6.18,2099,1.21,nomination
5639,6.18,2100,1.47,oak
5640,6.18,2101,1.51,occasions
5641,6.18,2102,1.38,philosophical
5642,6.18,2103,1.61,playlist
5643,6.18,2104,1.55,profound
5644,6.18,2105,1.19,provided
5645,6.18,2106,1.29,resolution
5646,6.18,2107,1.4,riding
5647,6.18,2108,1.73,safety
5648,6.18,2109,1.29,scientist
5649,6.18,2110,1.59,she
5650,6.18,2111,0.98,sight
5651,6.18,2112,1.72,spice
5652,6.18,2113,1.34,steady
5653,6.18,2114,1.51,survey
5654,6.18,2115,1.65,swiss
5655,6.18,2116,1.44,t-shirt
5656,6.18,2117,1.75,tiger
5657,6.18,2118,1.38,tomorrow
5658,6.18,2119,1.42,tourist
5659,6.18,2120,1.38,tournament
5660,6.18,2121,1.0,trade
5661,6.18,2122,1.32,trains
5662,6.18,2123,1.42,tune
5663,6.18,2124,1.72,victor
5664,6.18,2125,1.56,walking
5665,6.18,2126,1.6,wireless
5666,6.18,2127,1.56,www
5667,6.18,2128,1.67,yea
5668,6.17,2129,1.72,beds
5669,6.17,2130,1.0,preference
5670,6.16,2131,1.16,applying
5671,6.16,2132,1.25,crop
5672,6.16,2133,1.2,enable
5673,6.16,2134,1.16,interactions
5674,6.16,2135,1.24,narrative
5675,6.16,2136,1.34,railway
5676,6.16,2137,1.23,afford
5677,6.16,2138,1.09,allowing
5678,6.16,2139,1.38,automobile
5679,6.16,2140,1.46,bands
5680,6.16,2141,1.23,boys
5681,6.16,2142,1.2,cds
5682,6.16,2143,2.31,christ
5683,6.16,2144,1.57,dictionary
5684,6.16,2145,1.13,downloads
5685,6.16,2146,1.45,eagles
5686,6.16,2147,1.96,engaged
5687,6.16,2148,1.02,especially
5688,6.16,2149,1.43,fiction
5689,6.16,2150,1.73,grocery
5690,6.16,2151,1.6,hotel
5691,6.16,2152,1.63,houses
5692,6.16,2153,1.72,hubby
5693,6.16,2154,1.3,included
5694,6.16,2155,1.35,lemon
5695,6.16,2156,1.53,mellow
5696,6.16,2157,1.23,minds
5697,6.16,2158,1.28,my
5698,6.16,2159,1.92,own
5699,6.16,2160,1.18,pacific
5700,6.16,2161,1.58,people
5701,6.16,2162,1.46,planning
5702,6.16,2163,1.39,polish
5703,6.16,2164,1.45,premium
5704,6.16,2165,1.2,providing
5705,6.16,2166,1.23,readers
5706,6.16,2167,1.45,rocked
5707,6.16,2168,1.82,sausage
5708,6.16,2169,1.61,south
5709,6.16,2170,1.68,transportation
5710,6.16,2171,1.81,turkey
5711,6.16,2172,1.82,wed
5712,6.16,2173,1.22,wheels
5713,6.16,2174,1.33,woods
5714,6.16,2175,1.36,yacht
5715,6.15,2176,1.6,livin
5716,6.14,2177,1.53,believing
5717,6.14,2178,1.4,chemistry
5718,6.14,2179,1.14,continuous
5719,6.14,2180,1.27,persons
5720,6.14,2181,1.38,seed
5721,6.14,2182,1.54,sheep
5722,6.14,2183,1.41,successive
5723,6.14,2184,1.34,adult
5724,6.14,2185,1.5,amsterdam
5725,6.14,2186,1.11,arises
5726,6.14,2187,1.4,arrived
5727,6.14,2188,1.75,asleep
5728,6.14,2189,1.34,aviation
5729,6.14,2190,2.09,basketball
5730,6.14,2191,1.03,browser
5731,6.14,2192,1.55,cathedral
5732,6.14,2193,1.36,cd
5733,6.14,2194,1.59,cheek
5734,6.14,2195,1.14,combination
5735,6.14,2196,1.39,conscious
5736,6.14,2197,1.62,cricket
5737,6.14,2198,1.26,debut
5738,6.14,2199,1.55,dividends
5739,6.14,2200,1.71,drinking
5740,6.14,2201,1.73,elizabeth
5741,6.14,2202,1.43,eye
5742,6.14,2203,1.16,generate
5743,6.14,2204,1.81,granted
5744,6.14,2205,1.39,guests
5745,6.14,2206,1.7,huge
5746,6.14,2207,1.58,jumping
5747,6.14,2208,1.25,kindle
5748,6.14,2209,1.12,launches
5749,6.14,2210,1.21,mend
5750,6.14,2211,1.58,models
5751,6.14,2212,1.11,mutual
5752,6.14,2213,1.4,offered
5753,6.14,2214,1.16,places
5754,6.14,2215,1.28,plan
5755,6.14,2216,1.4,principles
5756,6.14,2217,1.31,recovering
5757,6.14,2218,1.21,respectively
5758,6.14,2219,1.16,restore
5759,6.14,2220,1.39,ride
5760,6.14,2221,1.29,rock
5761,6.14,2222,1.03,shirts
5762,6.14,2223,1.36,sony
5763,6.14,2224,1.44,strategies
5764,6.14,2225,1.28,strongly
5765,6.14,2226,1.41,temple
5766,6.14,2227,1.07,thousands
5767,6.14,2228,1.34,tonight
5768,6.14,2229,1.14,trail
5769,6.14,2230,1.29,twin
5770,6.14,2231,1.53,up
5771,6.14,2232,1.21,updates
5772,6.14,2233,1.81,vagina
5773,6.14,2234,1.74,yahoo
5774,6.13,2235,1.42,receives
5775,6.12,2236,1.44,exclusively
5776,6.12,2237,1.7,writings
5777,6.12,2238,1.45,destiny
5778,6.12,2239,1.44,outcomes
5779,6.12,2240,1.15,quicker
5780,6.12,2241,1.26,boulevard
5781,6.12,2242,1.32,chapels
5782,6.12,2243,1.27,consideration
5783,6.12,2244,1.42,digital
5784,6.12,2245,1.41,dish
5785,6.12,2246,1.15,eat-in
5786,6.12,2247,1.36,ensure
5787,6.12,2248,1.65,event
5788,6.12,2249,1.22,everyone
5789,6.12,2250,1.17,face
5790,6.12,2251,1.06,focus
5791,6.12,2252,1.83,funds
5792,6.12,2253,1.66,garlic
5793,6.12,2254,1.55,investing
5794,6.12,2255,1.39,keyboard
5795,6.12,2256,0.9,knows
5796,6.12,2257,1.39,leaf
5797,6.12,2258,1.47,males
5798,6.12,2259,1.15,maps
5799,6.12,2260,1.33,masters
5800,6.12,2261,1.26,networking
5801,6.12,2262,1.47,nursing
5802,6.12,2263,1.51,patiently
5803,6.12,2264,1.33,proceeded
5804,6.12,2265,1.39,proceeding
5805,6.12,2266,1.12,profession
5806,6.12,2267,1.32,robot
5807,6.12,2268,2.16,snowing
5808,6.12,2269,1.3,studied
5809,6.12,2270,1.62,study
5810,6.12,2271,1.17,theme
5811,6.12,2272,1.14,toward
5812,6.12,2273,1.7,traditional
5813,6.12,2274,1.52,treasurer
5814,6.12,2275,1.45,university's
5815,6.12,2276,1.51,v-day
5816,6.12,2277,1.89,very
5817,6.12,2278,1.26,voted
5818,6.12,2279,1.6,wii
5819,6.11,2280,1.45,waving
5820,6.1,2281,1.26,extending
5821,6.1,2282,1.45,readily
5822,6.1,2283,1.34,mirrors
5823,6.1,2284,1.18,nearer
5824,6.1,2285,1.92,nurses
5825,6.1,2286,1.4,preserved
5826,6.1,2287,1.49,senses
5827,6.1,2288,1.58,aah
5828,6.1,2289,1.43,acknowledged
5829,6.1,2290,2.22,beers
5830,6.1,2291,1.69,bentley
5831,6.1,2292,1.36,brazil
5832,6.1,2293,1.39,cattle
5833,6.1,2294,1.54,challenging
5834,6.1,2295,1.53,check
5835,6.1,2296,1.85,chili
5836,6.1,2297,1.52,citizens
5837,6.1,2298,1.07,collection
5838,6.1,2299,1.59,comprehend
5839,6.1,2300,1.09,customers
5840,6.1,2301,1.42,elected
5841,6.1,2302,1.62,electricity
5842,6.1,2303,1.28,enters
5843,6.1,2304,1.15,essence
5844,6.1,2305,1.52,fab
5845,6.1,2306,1.07,forthcoming
5846,6.1,2307,0.84,forward
5847,6.1,2308,1.17,guide
5848,6.1,2309,1.11,herself
5849,6.1,2310,1.34,increasingly
5850,6.1,2311,1.27,info
5851,6.1,2312,1.67,investments
5852,6.1,2313,1.34,justification
5853,6.1,2314,1.91,karaoke
5854,6.1,2315,1.11,keeping
5855,6.1,2316,1.39,know
5856,6.1,2317,1.04,launched
5857,6.1,2318,1.39,life's
5858,6.1,2319,1.63,madame
5859,6.1,2320,1.17,markets
5860,6.1,2321,1.11,moments
5861,6.1,2322,1.39,nike
5862,6.1,2323,1.34,november
5863,6.1,2324,1.36,open
5864,6.1,2325,1.78,oscar
5865,6.1,2326,1.54,owner
5866,6.1,2327,1.23,practically
5867,6.1,2328,1.56,precise
5868,6.1,2329,1.23,release
5869,6.1,2330,1.27,romans
5870,6.1,2331,1.63,security
5871,6.1,2332,1.68,shade
5872,6.1,2333,1.22,shoulders
5873,6.1,2334,1.07,soap
5874,6.1,2335,1.25,springfield
5875,6.1,2336,1.54,start
5876,6.1,2337,1.71,telecommunications
5877,6.1,2338,1.17,tomorrow's
5878,6.1,2339,1.49,trinity
5879,6.1,2340,1.36,western
5880,6.1,2341,1.45,window
5881,6.1,2342,1.64,woof
5882,6.1,2343,1.97,yay
5883,6.09,2344,1.36,roam
5884,6.08,2345,1.44,dawning
5885,6.08,2346,1.8,choir
5886,6.08,2347,1.61,crops
5887,6.08,2348,1.99,elvis
5888,6.08,2349,1.27,significance
5889,6.08,2350,2.11,throne
5890,6.08,2351,1.04,velocity
5891,6.08,2352,1.55,acquainted
5892,6.08,2353,1.37,ahead
5893,6.08,2354,1.31,alright
5894,6.08,2355,1.05,audiences
5895,6.08,2356,1.23,ball
5896,6.08,2357,1.44,belief
5897,6.08,2358,1.6,bff
5898,6.08,2359,1.48,boat
5899,6.08,2360,1.37,boots
5900,6.08,2361,1.51,california
5901,6.08,2362,1.34,centuries
5902,6.08,2363,1.76,cheaper
5903,6.08,2364,1.18,clue
5904,6.08,2365,1.24,coat
5905,6.08,2366,1.18,consensus
5906,6.08,2367,0.99,contact
5907,6.08,2368,1.5,deserved
5908,6.08,2369,1.52,drive
5909,6.08,2370,1.94,facebook
5910,6.08,2371,1.44,freelance
5911,6.08,2372,1.26,greek
5912,6.08,2373,1.24,grown
5913,6.08,2374,1.47,help
5914,6.08,2375,1.44,housing
5915,6.08,2376,1.12,instant
5916,6.08,2377,1.31,integrated
5917,6.08,2378,1.01,introduction
5918,6.08,2379,1.18,legit
5919,6.08,2380,2.05,ma
5920,6.08,2381,1.12,message
5921,6.08,2382,1.28,negotiate
5922,6.08,2383,1.38,neighbor
5923,6.08,2384,1.47,neighborhoods
5924,6.08,2385,1.19,numerous
5925,6.08,2386,1.07,our
5926,6.08,2387,1.37,oven
5927,6.08,2388,1.21,picked
5928,6.08,2389,1.26,reached
5929,6.08,2390,1.41,recognize
5930,6.08,2391,1.31,recognized
5931,6.08,2392,1.43,rider
5932,6.08,2393,1.05,shows
5933,6.08,2394,0.97,significantly
5934,6.08,2395,1.54,specialist
5935,6.08,2396,1.14,suggestions
5936,6.08,2397,1.52,superior
5937,6.08,2398,1.31,tempo
5938,6.08,2399,1.51,tourists
5939,6.08,2400,1.65,ups
5940,6.08,2401,1.16,validity
5941,6.08,2402,1.45,vehicle
5942,6.08,2403,1.58,votes
5943,6.06,2404,1.45,theories
5944,6.06,2405,1.57,associations
5945,6.06,2406,1.52,attachment
5946,6.06,2407,1.23,fluid
5947,6.06,2408,1.51,shells
5948,6.06,2409,1.45,1970s
5949,6.06,2410,1.3,adults
5950,6.06,2411,1.25,advocacy
5951,6.06,2412,1.22,bella
5952,6.06,2413,1.45,brazilian
5953,6.06,2414,1.56,bueno
5954,6.06,2415,1.46,certain
5955,6.06,2416,1.35,certainly
5956,6.06,2417,1.24,combinations
5957,6.06,2418,1.25,composed
5958,6.06,2419,1.19,composition
5959,6.06,2420,1.2,couch
5960,6.06,2421,1.61,created
5961,6.06,2422,1.49,creek
5962,6.06,2423,1.22,dimes
5963,6.06,2424,1.24,distinct
5964,6.06,2425,1.95,equal
5965,6.06,2426,1.1,facts
5966,6.06,2427,1.83,flight
5967,6.06,2428,1.49,gaze
5968,6.06,2429,1.13,goodman
5969,6.06,2430,1.45,harbor
5970,6.06,2431,1.63,hey
5971,6.06,2432,1.46,historian
5972,6.06,2433,1.36,host
5973,6.06,2434,1.27,icon
5974,6.06,2435,1.22,influences
5975,6.06,2436,1.71,instruments
5976,6.06,2437,1.02,landmark
5977,6.06,2438,1.27,large
5978,6.06,2439,1.36,latest
5979,6.06,2440,1.1,leads
5980,6.06,2441,1.3,legs
5981,6.06,2442,1.56,liverpool
5982,6.06,2443,1.45,magazines
5983,6.06,2444,1.02,membership
5984,6.06,2445,1.33,muscle
5985,6.06,2446,1.5,nation
5986,6.06,2447,1.04,outlets
5987,6.06,2448,1.53,overseas
5988,6.06,2449,1.33,peanut
5989,6.06,2450,1.22,personal
5990,6.06,2451,1.53,photoshop
5991,6.06,2452,1.36,preparation
5992,6.06,2453,1.3,quantities
5993,6.06,2454,1.74,racing
5994,6.06,2455,1.39,reflection
5995,6.06,2456,1.28,representation
5996,6.06,2457,1.32,respective
5997,6.06,2458,1.06,see
5998,6.06,2459,1.41,servings
5999,6.06,2460,1.54,shoes
6000,6.06,2461,1.49,slim
6001,6.06,2462,2.24,sports
6002,6.06,2463,1.3,starring
6003,6.06,2464,1.06,straight
6004,6.06,2465,1.06,talk
6005,6.06,2466,1.15,towns
6006,6.06,2467,1.24,updated
6007,6.06,2468,1.25,wood
6008,6.04,2469,1.74,solving
6009,6.04,2470,1.51,bridges
6010,6.04,2471,1.38,climbing
6011,6.04,2472,1.46,geographical
6012,6.04,2473,2.07,skirt
6013,6.04,2474,1.75,1960s
6014,6.04,2475,1.34,academy
6015,6.04,2476,1.44,accompanying
6016,6.04,2477,1.51,acquired
6017,6.04,2478,1.51,acting
6018,6.04,2479,1.03,alumni
6019,6.04,2480,1.46,america's
6020,6.04,2481,1.31,approaches
6021,6.04,2482,1.69,bass
6022,6.04,2483,1.16,beginning
6023,6.04,2484,1.14,bringing
6024,6.04,2485,1.62,campus
6025,6.04,2486,2.04,casino
6026,6.04,2487,1.44,choices
6027,6.04,2488,1.21,contributed
6028,6.04,2489,1.23,exact
6029,6.04,2490,1.14,expand
6030,6.04,2491,0.9,express
6031,6.04,2492,1.47,fave
6032,6.04,2493,1.48,feliz
6033,6.04,2494,1.35,folks
6034,6.04,2495,1.12,fund
6035,6.04,2496,1.16,furniture
6036,6.04,2497,1.21,groove
6037,6.04,2498,1.4,hair
6038,6.04,2499,1.59,hint
6039,6.04,2500,1.03,installed
6040,6.04,2501,1.38,interactive
6041,6.04,2502,1.69,kitchen
6042,6.04,2503,1.43,melbourne
6043,6.04,2504,1.28,mind
6044,6.04,2505,1.14,numbers
6045,6.04,2506,1.03,perspective
6046,6.04,2507,1.47,points
6047,6.04,2508,1.23,prevention
6048,6.04,2509,1.46,professor
6049,6.04,2510,1.21,prospective
6050,6.04,2511,1.07,prospects
6051,6.04,2512,1.52,purple
6052,6.04,2513,1.16,purpose
6053,6.04,2514,0.97,replied
6054,6.04,2515,1.4,sauce
6055,6.04,2516,1.48,signing
6056,6.04,2517,1.35,sofa
6057,6.04,2518,1.4,supplies
6058,6.04,2519,1.09,tops
6059,6.04,2520,1.29,transport
6060,6.04,2521,1.4,union
6061,6.04,2522,0.88,visible
6062,6.04,2523,1.55,vocal
6063,6.04,2524,1.21,washington
6064,6.04,2525,1.19,words
6065,6.04,2526,1.51,xp
6066,6.02,2527,1.23,carriage
6067,6.02,2528,1.25,beings
6068,6.02,2529,1.74,colored
6069,6.02,2530,1.41,considerations
6070,6.02,2531,1.25,nearest
6071,6.02,2532,1.6,porch
6072,6.02,2533,1.52,relate
6073,6.02,2534,1.18,seventeenth
6074,6.02,2535,1.48,vibe
6075,6.02,2536,1.74,1980's
6076,6.02,2537,1.32,acres
