,happs,rank,stdDev,word
0,5.1,6648,0.99,according
1,5.1,6649,1.58,administrative
2,5.1,6650,1.25,albert
3,5.1,6651,1.31,alleen
4,5.1,6652,1.3,allen
5,5.1,6653,0.84,ave
6,5.1,6654,0.91,average
7,5.1,6655,1.04,bases
8,5.1,6656,0.93,before
9,5.1,6657,1.11,bellwether
10,5.1,6658,1.42,betta
11,5.1,6659,0.65,between
12,5.1,6660,1.45,bryan
13,5.1,6661,1.25,bus
14,5.1,6662,1.85,butt
15,5.1,6663,1.34,ca
16,5.1,6664,1.4,careful
17,5.1,6665,1.46,carlos
18,5.1,6666,1.4,cells
19,5.1,6667,1.61,ceo
20,5.1,6668,1.25,circuit
21,5.1,6669,1.53,cliff
22,5.1,6670,1.09,commissioner
23,5.1,6671,1.8,consumption
24,5.1,6672,1.02,curtis
25,5.1,6673,1.13,davis
26,5.1,6674,1.25,dealt
27,5.1,6675,1.36,differential
28,5.1,6676,1.37,dr
29,5.1,6677,0.71,either
30,5.1,6678,0.79,et
31,5.1,6679,1.31,extent
32,5.1,6680,0.79,factor
33,5.1,6681,0.91,ff
34,5.1,6682,0.99,gary
35,5.1,6683,1.17,goldstein
36,5.1,6684,0.74,he's
37,5.1,6685,1.43,hou
38,5.1,6686,1.22,huntington
39,5.1,6687,1.17,ian
40,5.1,6688,1.3,investigate
41,5.1,6689,0.99,jb
42,5.1,6690,0.81,jon
43,5.1,6691,1.4,koch
44,5.1,6692,1.37,lists
45,5.1,6693,1.36,managers
46,5.1,6694,1.39,mans
47,5.1,6695,1.27,marc
48,5.1,6696,1.43,marks
49,5.1,6697,1.34,mata
50,5.1,6698,1.02,merger
51,5.1,6699,0.89,mich
52,5.1,6700,1.56,minneapolis
53,5.1,6701,2.03,mother-in-law
54,5.1,6702,1.46,nhl
55,5.1,6703,1.58,nick
56,5.1,6704,1.09,o'brien
57,5.1,6705,1.88,obey
58,5.1,6706,1.72,omg
59,5.1,6707,1.62,phat
60,5.1,6708,0.89,pin
61,5.1,6709,1.76,protestant
62,5.1,6710,0.65,puts
63,5.1,6711,1.02,quien
64,5.1,6712,1.46,replacement
65,5.1,6713,1.05,requests
66,5.1,6714,0.89,rev
67,5.1,6715,1.25,rogers
68,5.1,6716,1.33,routine
69,5.1,6717,1.53,sai
70,5.1,6718,1.11,schwartz
71,5.1,6719,1.47,smith
72,5.1,6720,2.13,smokin
73,5.1,6721,1.39,sobre
74,5.1,6722,0.97,sont
75,5.1,6723,1.13,stack
76,5.1,6724,1.59,steelers
77,5.1,6725,1.59,tablet
78,5.1,6726,0.89,thats
79,5.1,6727,0.71,there
80,5.1,6728,0.58,these
81,5.1,6729,1.25,toe
82,5.1,6730,1.49,tooo
83,5.1,6731,1.25,wayne
84,5.1,6732,1.98,welfare
85,5.1,6733,1.81,wolf
86,5.1,6734,1.37,youre
87,5.1,6735,1.05,youu
88,5.09,6736,1.47,specimen
89,5.08,6737,1.22,fait
90,5.08,6738,1.74,hump
91,5.08,6739,1.3,kg
92,5.08,6740,1.22,trace
93,5.08,6741,1.41,assuming
94,5.08,6742,1.53,dmc
95,5.08,6743,1.38,glue
96,5.08,6744,1.11,neutral
97,5.08,6745,1.37,provincial
98,5.08,6746,1.08,questa
99,5.08,6747,1.4,sempre
100,5.08,6748,1.08,unto
101,5.08,6749,1.58,whispered
102,5.08,6750,0.75,12th
103,5.08,6751,1.35,admitted
104,5.08,6752,0.97,after
105,5.08,6753,1.44,agent
106,5.08,6754,1.32,albany
107,5.08,6755,1.03,alfred
108,5.08,6756,1.14,amid
109,5.08,6757,0.99,az
110,5.08,6758,1.05,base
111,5.08,6759,1.19,berger
112,5.08,6760,1.55,booked
113,5.08,6761,0.9,bronxville
114,5.08,6762,1.78,budget
115,5.08,6763,1.37,buss
116,5.08,6764,1.08,c-included
117,5.08,6765,1.26,canaan
118,5.08,6766,1.29,ch
119,5.08,6767,1.35,commissioners
120,5.08,6768,1.07,copie
121,5.08,6769,1.1,cord
122,5.08,6770,1.55,countdown
123,5.08,6771,1.1,department's
124,5.08,6772,1.16,districts
125,5.08,6773,0.9,doug
126,5.08,6774,0.9,eric
127,5.08,6775,1.37,eugene
128,5.08,6776,1.5,factory
129,5.08,6777,1.05,falta
130,5.08,6778,2.11,february
131,5.08,6779,1.35,fence
132,5.08,6780,0.88,fui
133,5.08,6781,0.99,gilbert
134,5.08,6782,1.18,hart
135,5.08,6783,1.05,hij
136,5.08,6784,1.61,hun
137,5.08,6785,1.75,indonesia
138,5.08,6786,1.14,jo
139,5.08,6787,1.16,john
140,5.08,6788,1.07,juan
141,5.08,6789,0.7,knee
142,5.08,6790,1.45,laws
143,5.08,6791,1.16,listed
144,5.08,6792,1.31,manhasset
145,5.08,6793,1.05,marion
146,5.08,6794,1.14,martinez
147,5.08,6795,1.86,medicaid
148,5.08,6796,1.69,medicine
149,5.08,6797,1.19,meyer
150,5.08,6798,1.23,might
151,5.08,6799,0.9,morgen
152,5.08,6800,1.28,morris
153,5.08,6801,0.9,nas
154,5.08,6802,1.12,necessarily
155,5.08,6803,1.28,norman
156,5.08,6804,1.01,noted
157,5.08,6805,1.48,occasionally
158,5.08,6806,1.96,ohhh
159,5.08,6807,1.45,ooo
160,5.08,6808,0.94,para
161,5.08,6809,1.69,pls
162,5.08,6810,1.32,quiere
163,5.08,6811,1.51,requirement
164,5.08,6812,1.56,schemes
165,5.08,6813,0.7,scott
166,5.08,6814,0.97,seconds
167,5.08,6815,0.99,sen
168,5.08,6816,1.34,sets
169,5.08,6817,1.44,settle
170,5.08,6818,0.67,seventh
171,5.08,6819,0.9,so
172,5.08,6820,1.38,soledad
173,5.08,6821,1.5,specimens
174,5.08,6822,1.7,squeeze
175,5.08,6823,1.16,steel
176,5.08,6824,1.01,stevens
177,5.08,6825,1.12,stewart
178,5.08,6826,0.99,stick
179,5.08,6827,0.83,suis
180,5.08,6828,1.28,tag
181,5.08,6829,2.08,tattoo
182,5.08,6830,1.26,therefore
183,5.08,6831,1.28,timothy
184,5.08,6832,1.38,told
185,5.08,6833,1.21,transit
186,5.08,6834,1.51,underground
187,5.08,6835,1.38,va
188,5.08,6836,1.78,wanted
189,5.08,6837,1.45,week
190,5.08,6838,1.21,yr
191,5.08,6839,0.83,z
192,5.06,6840,0.94,tiempo
193,5.06,6841,1.31,denn
194,5.06,6842,1.05,km
195,5.06,6843,1.03,komt
196,5.06,6844,0.92,mientras
197,5.06,6845,1.48,swallowed
198,5.06,6846,1.52,todas
199,5.06,6847,1.42,puede
200,5.06,6848,1.04,17th
201,5.06,6849,0.82,19th
202,5.06,6850,0.96,atl
203,5.06,6851,1.0,aus
204,5.06,6852,1.49,banker
205,5.06,6853,1.1,belt
206,5.06,6854,1.32,bend
207,5.06,6855,1.61,cali
208,5.06,6856,1.1,changed
209,5.06,6857,1.32,changes
210,5.06,6858,2.1,chill
211,5.06,6859,1.27,committees
212,5.06,6860,1.25,convo
213,5.06,6861,1.46,corporation
214,5.06,6862,1.45,decision
215,5.06,6863,0.82,diego
216,5.06,6864,1.36,diffusion
217,5.06,6865,1.11,eighth
218,5.06,6866,1.3,federation
219,5.06,6867,1.08,five-year
220,5.06,6868,1.02,flatbush
221,5.06,6869,1.61,follows
222,5.06,6870,1.25,frederick
223,5.06,6871,1.08,ganas
224,5.06,6872,1.04,gb
225,5.06,6873,1.33,grab
226,5.06,6874,0.93,hughes
227,5.06,6875,0.98,ihn
228,5.06,6876,1.28,interview
229,5.06,6877,1.61,interviews
230,5.06,6878,1.57,jag
231,5.06,6879,1.02,kenneth
232,5.06,6880,1.19,kerry
233,5.06,6881,1.11,kimi
234,5.06,6882,1.58,lakers
235,5.06,6883,0.84,las
236,5.06,6884,1.04,m
237,5.06,6885,1.63,marilyn
238,5.06,6886,1.22,mj
239,5.06,6887,1.25,monitoring
240,5.06,6888,1.42,moscow
241,5.06,6889,1.24,moved
242,5.06,6890,1.32,mujer
243,5.06,6891,0.96,nel
244,5.06,6892,1.11,nyu
245,5.06,6893,0.89,one-year
246,5.06,6894,0.74,p
247,5.06,6895,0.98,phase
248,5.06,6896,1.25,poder
249,5.06,6897,1.54,primitive
250,5.06,6898,1.54,rattle
251,5.06,6899,1.53,reign
252,5.06,6900,1.08,restated
253,5.06,6901,1.59,rod
254,5.06,6902,1.28,ruth
255,5.06,6903,1.43,screening
256,5.06,6904,0.87,sherman
257,5.06,6905,1.42,socks
258,5.06,6906,1.3,sought
259,5.06,6907,1.48,speculation
260,5.06,6908,1.17,spokesman
261,5.06,6909,1.25,stones
262,5.06,6910,1.41,streak
263,5.06,6911,1.49,swept
264,5.06,6912,2.19,sympathies
265,5.06,6913,1.3,td
266,5.06,6914,0.77,this
267,5.06,6915,1.04,thompson
268,5.06,6916,2.3,thunder
269,5.06,6917,0.91,tiene
270,5.06,6918,0.96,tin
271,5.06,6919,1.41,tryin
272,5.06,6920,1.39,tx
273,5.06,6921,0.65,voy
274,5.06,6922,1.2,vuoi
275,5.06,6923,1.08,weeks
276,5.06,6924,1.0,who
277,5.06,6925,0.91,whoever
278,5.06,6926,0.98,wil
279,5.05,6927,1.04,avec
280,5.04,6928,1.4,consequently
281,5.04,6929,2.23,dynamite
282,5.04,6930,1.57,judgement
283,5.04,6931,1.11,thereby
284,5.04,6932,1.35,voz
285,5.04,6933,1.34,wooden
286,5.04,6934,2.22,conquer
287,5.04,6935,1.71,loco
288,5.04,6936,1.38,onset
289,5.04,6937,0.64,'the
290,5.04,6938,0.86,7th
291,5.04,6939,0.75,8th
292,5.04,6940,0.75,ada
293,5.04,6941,1.58,advertising
294,5.04,6942,0.88,anders
295,5.04,6943,1.05,aqui
296,5.04,6944,0.99,aunque
297,5.04,6945,1.41,b-included
298,5.04,6946,1.03,bbm
299,5.04,6947,1.18,been
300,5.04,6948,1.37,biz
301,5.04,6949,1.21,blair
302,5.04,6950,1.52,blaze
303,5.04,6951,1.12,bone
304,5.04,6952,1.34,bosnian
305,5.04,6953,1.82,break
306,5.04,6954,1.26,bronx
307,5.04,6955,1.19,cc
308,5.04,6956,1.59,charged
309,5.04,6957,1.32,cole
310,5.04,6958,1.59,complex
311,5.04,6959,1.12,dee
312,5.04,6960,1.48,doc
313,5.04,6961,1.18,edith
314,5.04,6962,0.78,esta
315,5.04,6963,1.38,fla
316,5.04,6964,1.37,fleet
317,5.04,6965,0.81,fred
318,5.04,6966,1.23,fue
319,5.04,6967,1.5,harlem
320,5.04,6968,0.81,hav
321,5.04,6969,1.38,herz
322,5.04,6970,1.09,hmm
323,5.04,6971,1.35,hombre
324,5.04,6972,1.01,hoy
325,5.04,6973,0.53,hrs
326,5.04,6974,1.29,hut
327,5.04,6975,0.88,into
328,5.04,6976,0.86,j
329,5.04,6977,1.16,llegar
330,5.04,6978,0.99,mai
331,5.04,6979,0.99,margin
332,5.04,6980,1.24,measures
333,5.04,6981,0.9,mei
334,5.04,6982,1.05,mile
335,5.04,6983,1.47,milton
336,5.04,6984,1.35,mm
337,5.04,6985,1.37,myers
338,5.04,6986,1.54,nun
339,5.04,6987,1.34,occupied
340,5.04,6988,1.28,officially
341,5.04,6989,1.05,other
342,5.04,6990,1.31,ova
343,5.04,6991,2.01,patient
344,5.04,6992,1.48,presbyterian
345,5.04,6993,0.97,ps
346,5.04,6994,0.97,put
347,5.04,6995,1.18,replace
348,5.04,6996,0.9,robertson
349,5.04,6997,0.6,rochelle
350,5.04,6998,0.97,rss
351,5.04,6999,0.49,s
352,5.04,7000,1.34,searching
353,5.04,7001,0.9,sha
354,5.04,7002,1.18,sides
355,5.04,7003,1.46,sittin
356,5.04,7004,0.97,size
357,5.04,7005,1.11,somos
358,5.04,7006,1.78,spend
359,5.04,7007,0.92,standin
360,5.04,7008,1.73,stare
361,5.04,7009,1.48,statistics
362,5.04,7010,1.47,stone
363,5.04,7011,1.41,sub
364,5.04,7012,1.14,takes
365,5.04,7013,1.23,tanto
366,5.04,7014,1.01,that'll
367,5.04,7015,0.95,theyre
368,5.04,7016,1.4,tweetdeck
369,5.04,7017,1.6,undercover
370,5.04,7018,1.18,ves
371,5.04,7019,0.92,vos
372,5.04,7020,0.97,w/
373,5.04,7021,1.21,whilst
374,5.04,7022,1.43,wipe
375,5.02,7023,1.45,corners
376,5.02,7024,1.38,luz
377,5.02,7025,1.19,nena
378,5.02,7026,1.05,adesso
379,5.02,7027,1.23,alle
380,5.02,7028,1.51,betcha
381,5.02,7029,1.41,curtain
382,5.02,7030,1.57,getcha
383,5.02,7031,1.73,mash
384,5.02,7032,1.92,preach
385,5.02,7033,1.18,puedo
386,5.02,7034,1.28,strings
387,5.02,7035,1.36,tubes
388,5.02,7036,1.16,veo
389,5.02,7037,0.84,6th
390,5.02,7038,1.33,administrator
391,5.02,7039,1.39,analysts
392,5.02,7040,0.96,anyone
393,5.02,7041,1.81,apologize
394,5.02,7042,1.65,blacks
395,5.02,7043,0.87,blvd
396,5.02,7044,1.15,bu
397,5.02,7045,1.3,burke
398,5.02,7046,1.02,buses
399,5.02,7047,1.33,c-net
400,5.02,7048,1.12,carl
401,5.02,7049,1.3,case
402,5.02,7050,1.27,coleman
403,5.02,7051,1.66,competing
404,5.02,7052,1.33,controls
405,5.02,7053,1.36,conventional
406,5.02,7054,1.0,cuando
407,5.02,7055,1.71,diagnostic
408,5.02,7056,0.96,disclosure
409,5.02,7057,1.32,documents
410,5.02,7058,1.1,doy
411,5.02,7059,1.41,draft
412,5.02,7060,1.22,esse
413,5.02,7061,0.82,estou
414,5.02,7062,1.73,final
415,5.02,7063,1.24,flat
416,5.02,7064,1.3,flip
417,5.02,7065,1.29,foot
418,5.02,7066,1.38,gettin
419,5.02,7067,1.19,gotta
420,5.02,7068,1.19,happened
421,5.02,7069,1.3,heeft
422,5.02,7070,1.92,hot
423,5.02,7071,0.68,ii
424,5.02,7072,1.12,im
425,5.02,7073,1.04,implied
426,5.02,7074,1.38,industrial
427,5.02,7075,1.3,israel's
428,5.02,7076,0.74,it
429,5.02,7077,0.89,ive
430,5.02,7078,1.06,jerome
431,5.02,7079,1.1,kaplan
432,5.02,7080,1.17,kent
433,5.02,7081,1.12,levine
434,5.02,7082,1.08,lik
435,5.02,7083,1.5,manager
436,5.02,7084,1.2,marcia
437,5.02,7085,1.15,mayer
438,5.02,7086,1.1,meer
439,5.02,7087,0.91,mi
440,5.02,7088,1.3,mismo
441,5.02,7089,1.44,nacht
442,5.02,7090,1.33,necesito
443,5.02,7091,1.15,necessary
444,5.02,7092,1.1,newark
445,5.02,7093,1.15,noch
446,5.02,7094,1.13,ordinary
447,5.02,7095,0.98,os
448,5.02,7096,1.32,parameters
449,5.02,7097,1.44,parking
450,5.02,7098,1.61,pentagon
451,5.02,7099,1.61,phantom
452,5.02,7100,1.02,porque
453,5.02,7101,0.96,pr
454,5.02,7102,1.3,procedures
455,5.02,7103,1.13,quarterly
456,5.02,7104,1.22,random
457,5.02,7105,0.77,rc
458,5.02,7106,1.12,requiring
459,5.02,7107,1.32,richardson
460,5.02,7108,0.8,roth
461,5.02,7109,0.65,sama
462,5.02,7110,0.59,san
463,5.02,7111,0.87,sc
464,5.02,7112,1.39,schedule
465,5.02,7113,1.3,setting
466,5.02,7114,1.36,sleeve
467,5.02,7115,1.49,slice
468,5.02,7116,1.89,solitude
469,5.02,7117,1.04,some
470,5.02,7118,1.2,sou
471,5.02,7119,1.19,stake
472,5.02,7120,1.2,stamford
473,5.02,7121,1.06,switch
474,5.02,7122,1.27,teh
475,5.02,7123,1.35,themselves
476,5.02,7124,1.06,todd
477,5.02,7125,1.15,tu
478,5.02,7126,2.18,twittering
479,5.02,7127,1.32,uni
480,5.02,7128,1.44,veil
481,5.02,7129,1.22,vous
482,5.02,7130,1.24,vp
483,5.02,7131,1.48,wana
484,5.02,7132,1.06,westport
485,5.02,7133,0.87,where
486,5.02,7134,1.13,you've
487,5.01,7135,1.6,binding
488,5.0,7136,0.95,'cause
489,5.0,7137,1.29,agents
490,5.0,7138,0.93,alguien
491,5.0,7139,1.37,assess
492,5.0,7140,0.81,b-net
493,5.0,7141,0.86,because
494,5.0,7142,1.34,becker
495,5.0,7143,1.03,boot
496,5.0,7144,1.23,cada
497,5.0,7145,1.43,carbon
498,5.0,7146,1.58,coeur
499,5.0,7147,1.57,commands
500,5.0,7148,0.94,cosas
501,5.0,7149,0.97,das
502,5.0,7150,1.69,dated
503,5.0,7151,1.67,diggin
504,5.0,7152,1.44,executives
505,5.0,7153,1.29,flipmode
506,5.0,7154,1.34,forex
507,5.0,7155,1.23,fourth
508,5.0,7156,1.07,gosh
509,5.0,7157,1.58,governing
510,5.0,7158,1.25,herbert
511,5.0,7159,1.31,hoo
512,5.0,7160,1.07,hora
513,5.0,7161,1.5,hush
514,5.0,7162,1.09,id
515,5.0,7163,1.25,indicated
516,5.0,7164,0.86,jus
517,5.0,7165,1.26,k
518,5.0,7166,1.55,katz
519,5.0,7167,0.67,kaufman
520,5.0,7168,1.23,ku
521,5.0,7169,0.86,la
522,5.0,7170,1.23,listings
523,5.0,7171,1.84,liver
524,5.0,7172,0.88,luther
525,5.0,7173,1.25,marjorie
526,5.0,7174,0.99,marvin
527,5.0,7175,0.7,mee
528,5.0,7176,1.17,membrane
529,5.0,7177,1.09,mir
530,5.0,7178,0.76,neil
531,5.0,7179,1.16,o'neill
532,5.0,7180,1.12,odds
533,5.0,7181,1.44,offices
534,5.0,7182,0.83,otra
535,5.0,7183,1.21,par
536,5.0,7184,1.88,paying
537,5.0,7185,1.71,peculiar
538,5.0,7186,1.51,pensar
539,5.0,7187,0.57,per
540,5.0,7188,1.44,plain
541,5.0,7189,1.4,price
542,5.0,7190,1.26,priced
543,5.0,7191,1.82,pursued
544,5.0,7192,0.64,quero
545,5.0,7193,1.05,questions
546,5.0,7194,1.51,reports
547,5.0,7195,1.09,ridgewood
548,5.0,7196,0.73,ron
549,5.0,7197,1.01,ronald
550,5.0,7198,1.21,sentir
551,5.0,7199,1.48,shaggy
552,5.0,7200,1.31,situation
553,5.0,7201,0.99,some1
554,5.0,7202,0.86,something
555,5.0,7203,1.47,standard
556,5.0,7204,1.29,stir
557,5.0,7205,1.05,su
558,5.0,7206,1.37,supervisor
559,5.0,7207,1.15,thereof
560,5.0,7208,1.03,throat
561,5.0,7209,1.55,throw
562,5.0,7210,0.81,til
563,5.0,7211,1.43,todo
564,5.0,7212,0.99,tp
565,5.0,7213,1.14,tra
566,5.0,7214,1.12,trop
567,5.0,7215,1.9,tweeters
568,5.0,7216,1.05,using
569,5.0,7217,1.03,vid
570,5.0,7218,1.29,voglio
571,5.0,7219,1.14,wa
572,5.0,7220,1.32,waan
573,5.0,7221,1.11,warren
574,5.0,7222,1.14,weighted
575,5.0,7223,0.86,where's
576,5.0,7224,0.99,whereas
577,5.0,7225,1.16,who's
578,5.0,7226,1.58,wig
579,5.0,7227,0.61,zu
580,5.0,7228,1.25,zum
581,4.99,7229,1.48,stretched
582,4.99,7230,1.37,forty
583,4.98,7231,0.87,16th
584,4.98,7232,0.87,57th
585,4.98,7233,1.22,5th
586,4.98,7234,0.98,ai
587,4.98,7235,0.62,bei
588,4.98,7236,1.15,billy
589,4.98,7237,0.82,bisa
590,4.98,7238,1.17,btw
591,4.98,7239,0.91,by
592,4.98,7240,1.86,cloudy
593,4.98,7241,0.96,compared
594,4.98,7242,1.41,corp
595,4.98,7243,1.45,cuba
596,4.98,7244,1.19,d8
597,4.98,7245,1.62,dartmouth
598,4.98,7246,1.2,dei
599,4.98,7247,1.12,denk
600,4.98,7248,1.25,don
601,4.98,7249,1.25,edge
602,4.98,7250,1.24,edwards
603,4.98,7251,1.13,een
604,4.98,7252,0.8,ein
605,4.98,7253,0.98,eine
606,4.98,7254,1.36,episcopal
607,4.98,7255,0.91,este
608,4.98,7256,1.22,exec
609,4.98,7257,0.82,hace
610,4.98,7258,2.19,hits
611,4.98,7259,1.52,hoes
612,4.98,7260,1.32,howard
613,4.98,7261,1.13,io
614,4.98,7262,0.87,jadi
615,4.98,7263,1.36,jeder
616,4.98,7264,1.25,judicial
617,4.98,7265,1.41,knot
618,4.98,7266,1.2,line
619,4.98,7267,0.84,mb
620,4.98,7268,0.71,meu
621,4.98,7269,1.0,mij
622,4.98,7270,1.48,nails
623,4.98,7271,1.52,needs
624,4.98,7272,1.35,novo
625,4.98,7273,1.02,nw
626,4.98,7274,1.67,officers
627,4.98,7275,1.12,ogni
628,4.98,7276,1.35,ons
629,4.98,7277,0.82,or
630,4.98,7278,1.29,parliament
631,4.98,7279,1.13,part
632,4.98,7280,1.19,paso
633,4.98,7281,1.36,piel
634,4.98,7282,1.86,pork
635,4.98,7283,1.71,pound
636,4.98,7284,1.1,pres
637,4.98,7285,1.73,question
638,4.98,7286,2.16,rappers
639,4.98,7287,1.13,rather
640,4.98,7288,1.32,requirements
641,4.98,7289,1.36,roundup
642,4.98,7290,1.2,scarsdale
643,4.98,7291,0.89,schneider
644,4.98,7292,0.65,som
645,4.98,7293,1.48,somethin
646,4.98,7294,1.45,soooooo
647,4.98,7295,1.44,stared
648,4.98,7296,1.35,sumthin
649,4.98,7297,1.32,syracuse
650,4.98,7298,0.91,the
651,4.98,7299,0.91,they'd
652,4.98,7300,1.06,they've
653,4.98,7301,0.89,three-year
654,4.98,7302,1.06,throws
655,4.98,7303,1.04,to
656,4.98,7304,0.55,tudo
657,4.98,7305,1.06,tuesday
658,4.98,7306,0.96,wall
659,4.98,7307,1.29,walsh
660,4.98,7308,1.41,why
661,4.98,7309,1.32,yesterday
662,4.98,7310,1.2,clause
663,4.98,7311,2.13,clit
664,4.98,7312,1.16,hence
665,4.98,7313,0.92,ml
666,4.98,7314,1.91,babylon
667,4.98,7315,1.28,pp
668,4.97,7316,1.36,shi
669,4.96,7317,0.9,11th
670,4.96,7318,1.19,3rd
671,4.96,7319,1.5,accounts
672,4.96,7320,1.38,aight
673,4.96,7321,0.88,aku
674,4.96,7322,0.9,alan
675,4.96,7323,0.73,algo
676,4.96,7324,1.46,ama
677,4.96,7325,1.18,anybody
678,4.96,7326,1.44,assumed
679,4.96,7327,0.75,baru
680,4.96,7328,1.03,bem
681,4.96,7329,1.31,bin
682,4.96,7330,1.52,borders
683,4.96,7331,1.41,cbs
684,4.96,7332,1.41,cf
685,4.96,7333,1.29,cleveland
686,4.96,7334,1.71,coal
687,4.96,7335,1.6,colonel
688,4.96,7336,1.34,comme
689,4.96,7337,0.83,company's
690,4.96,7338,0.75,dan
691,4.96,7339,0.95,def
692,4.96,7340,1.67,dried
693,4.96,7341,1.55,drops
694,4.96,7342,1.26,dug
695,4.96,7343,1.09,eq
696,4.96,7344,0.92,esto
697,4.96,7345,1.32,fe
698,4.96,7346,0.92,fone
699,4.96,7347,0.75,frm
700,4.96,7348,1.11,haar
701,4.96,7349,0.81,hacer
702,4.96,7350,1.84,hail
703,4.96,7351,1.07,iii
704,4.96,7352,1.37,incidence
705,4.96,7353,1.62,investigators
706,4.96,7354,1.01,ist
707,4.96,7355,0.53,its
708,4.96,7356,0.88,kann
709,4.96,7357,1.07,keer
710,4.96,7358,0.92,ko
711,4.96,7359,1.07,larchmont
712,4.96,7360,0.97,med
713,4.96,7361,1.75,memorial
714,4.96,7362,1.37,miley
715,4.96,7363,0.99,montclair
716,4.96,7364,2.02,napoleon
717,4.96,7365,1.35,nuff
718,4.96,7366,0.97,nxt
719,4.96,7367,0.83,o
720,4.96,7368,1.29,op-ed
721,4.96,7369,1.43,ordered
722,4.96,7370,1.31,outro
723,4.96,7371,0.9,pelo
724,4.96,7372,1.34,perhaps
725,4.96,7373,0.7,pero
726,4.96,7374,0.88,raton
727,4.96,7375,0.88,ri
728,4.96,7376,1.18,rita
729,4.96,7377,0.67,schon
730,4.96,7378,1.21,sein
731,4.96,7379,1.01,semana
732,4.96,7380,0.97,tengo
733,4.96,7381,1.14,thick
734,4.96,7382,1.35,tyson
735,4.96,7383,1.24,ufc
736,4.96,7384,1.65,ur
737,4.96,7385,1.03,vi
738,4.96,7386,1.16,when
739,4.96,7387,0.99,wis
740,4.96,7388,1.6,yall
741,4.96,7389,1.62,yorker
742,4.96,7390,1.14,anche
743,4.96,7391,1.27,jour
744,4.96,7392,1.29,mou
745,4.96,7393,1.51,regiment
746,4.96,7394,2.27,socialism
747,4.96,7395,1.22,staan
748,4.96,7396,1.24,temps
749,4.96,7397,1.08,veces
750,4.94,7398,1.02,'s
751,4.94,7399,1.45,[a1]
752,4.94,7400,0.89,aber
753,4.94,7401,0.96,acabo
754,4.94,7402,1.1,across
755,4.94,7403,1.02,agenda
756,4.94,7404,1.08,aka
757,4.94,7405,1.74,alibi
758,4.94,7406,0.77,av
759,4.94,7407,1.39,bam
760,4.94,7408,2.14,banging
761,4.94,7409,1.17,bein
762,4.94,7410,1.15,bennett
763,4.94,7411,1.38,boca
764,4.94,7412,1.17,campbell
765,4.94,7413,1.72,chase
766,4.94,7414,1.39,close
767,4.94,7415,0.84,co
768,4.94,7416,1.43,contrast
769,4.94,7417,1.32,council
770,4.94,7418,1.35,cuerpo
771,4.94,7419,1.52,debate
772,4.94,7420,1.0,dinkins
773,4.94,7421,1.28,dip
774,4.94,7422,0.74,dm
775,4.94,7423,1.06,ele
776,4.94,7424,1.33,fazer
777,4.94,7425,1.08,federal
778,4.94,7426,0.79,foi
779,4.94,7427,1.75,ftw
780,4.94,7428,0.62,g
781,4.94,7429,1.53,geez
782,4.94,7430,1.1,gen
783,4.94,7431,0.87,gw
784,4.94,7432,1.02,he'd
785,4.94,7433,1.2,hooked
786,4.94,7434,1.02,hs
787,4.94,7435,1.28,inter
788,4.94,7436,1.19,ix
789,4.94,7437,0.62,iya
790,4.94,7438,1.65,jaja
791,4.94,7439,1.3,jou
792,4.94,7440,1.25,makin
793,4.94,7441,0.93,menos
794,4.94,7442,1.24,mesmo
795,4.94,7443,1.28,mins
796,4.94,7444,1.32,mo
797,4.94,7445,1.7,msg
798,4.94,7446,1.98,naughty
799,4.94,7447,1.75,needing
800,4.94,7448,0.91,nie
801,4.94,7449,0.59,nih
802,4.94,7450,1.02,noi
803,4.94,7451,1.25,noting
804,4.94,7452,1.13,nou
805,4.94,7453,0.77,of
806,4.94,7454,1.08,ohne
807,4.94,7455,1.32,once
808,4.94,7456,1.49,popped
809,4.94,7457,1.25,procedure
810,4.94,7458,1.13,quel
811,4.94,7459,1.97,rap
812,4.94,7460,1.41,razor
813,4.94,7461,1.24,reportedly
814,4.94,7462,1.74,restructuring
815,4.94,7463,1.2,row
816,4.94,7464,1.3,rubin
817,4.94,7465,1.39,sayin
818,4.94,7466,1.78,sixty
819,4.94,7467,1.08,stood
820,4.94,7468,1.89,stormy
821,4.94,7469,1.5,tackle
822,4.94,7470,1.25,takin
823,4.94,7471,1.5,temperature
824,4.94,7472,1.5,term
825,4.94,7473,1.06,termed
826,4.94,7474,1.17,tes
827,4.94,7475,1.48,testified
828,4.94,7476,0.65,that
829,4.94,7477,1.1,those
830,4.94,7478,0.68,ti
831,4.94,7479,0.77,tuo
832,4.94,7480,1.11,una
833,4.94,7481,0.71,until
834,4.94,7482,0.55,vez
835,4.94,7483,1.02,which
836,4.94,7484,1.15,whom
837,4.94,7485,1.09,antes
838,4.94,7486,0.85,bajo
839,4.94,7487,1.57,dmx
840,4.94,7488,1.75,dripping
841,4.94,7489,1.13,han
842,4.94,7490,2.22,homeboy
843,4.94,7491,1.31,inna
844,4.94,7492,1.26,kon
845,4.94,7493,1.18,questo
846,4.94,7494,2.01,swell
847,4.94,7495,1.16,xi
848,4.94,7496,1.01,youll
849,4.94,7497,1.12,doo
850,4.94,7498,1.16,forma
851,4.94,7499,1.37,marginal
852,4.94,7500,1.36,nate
853,4.94,7501,1.87,ojos
854,4.94,7502,0.91,vie
